title,imdbid,genres
Mrs. Dalloway,119723,Drama
Mrs. Dalloway,119723,Romance
Scream 2,120082,Horror
Scream 2,120082,Mystery
I Know What You Did Last Summer,119345,Horror
I Know What You Did Last Summer,119345,Thriller
I Know What You Did Last Summer,119345,Mystery
I Think I Do,125209,Comedy
I Think I Do,125209,Romance
The Lost World: Jurassic Park,119567,Adventure
The Lost World: Jurassic Park,119567,Action
The Lost World: Jurassic Park,119567,Science Fiction
Neon Genesis Evangelion: The End of Evangelion,169858,Drama
Neon Genesis Evangelion: The End of Evangelion,169858,Science Fiction
Neon Genesis Evangelion: The End of Evangelion,169858,Animation
Neon Genesis Evangelion: The End of Evangelion,169858,Action
Picture Perfect,119896,Romance
Picture Perfect,119896,Comedy
Soul Food,120169,Comedy
Soul Food,120169,Drama
The Night Flier,119784,Mystery
The Night Flier,119784,Horror
The Night Flier,119784,Fantasy
The House of Yes,119324,Comedy
The House of Yes,119324,Drama
The Sticky Fingers of Time,127302,Science Fiction
The Sticky Fingers of Time,127302,Drama
Gummo,119237,Drama
Gummo,119237,Comedy
Lolita,119558,Drama
Mrs Brown,119280,Drama
Mrs Brown,119280,History
Mrs Brown,119280,Romance
Home Alone 3,119303,Comedy
Home Alone 3,119303,Family
Mulan,120762,Animation
Mulan,120762,Family
Mulan,120762,Adventure
Rushmore,128445,Comedy
Rushmore,128445,Drama
The Faculty,133751,Horror
The Faculty,133751,Science Fiction
The Wedding Singer,120888,Romance
The Wedding Singer,120888,Comedy
Little Voice,147004,Comedy
Little Voice,147004,Drama
Gia,123865,Romance
Gia,123865,Drama
You've Got Mail,128853,Comedy
You've Got Mail,128853,Romance
High Art,139362,Drama
High Art,139362,Romance
Phantoms,119891,Horror
Phantoms,119891,Science Fiction
Phantoms,119891,Thriller
Hideous Kinky,136244,Romance
Hideous Kinky,136244,Drama
The Red Violin,120802,Drama
The Red Violin,120802,Thriller
The Red Violin,120802,Mystery
The Red Violin,120802,Music
The Red Violin,120802,Romance
Happiness,147612,Comedy
Happiness,147612,Drama
Show Me Love,150662,Comedy
Show Me Love,150662,Romance
Show Me Love,150662,Drama
Star Trek: Insurrection,120844,Science Fiction
Star Trek: Insurrection,120844,Action
Star Trek: Insurrection,120844,Adventure
Star Trek: Insurrection,120844,Thriller
The Dreamlife of Angels,120449,Drama
Practical Magic,120791,Romance
Practical Magic,120791,Comedy
Practical Magic,120791,Fantasy
Pleasantville,120789,Fantasy
Pleasantville,120789,Comedy
Pleasantville,120789,Drama
The Parent Trap,120783,Comedy
The Parent Trap,120783,Family
Stepmom,120686,Drama
Stepmom,120686,Romance
Stepmom,120686,Comedy
The Prince of Egypt,120794,Adventure
The Prince of Egypt,120794,Animation
The Prince of Egypt,120794,Drama
The Prince of Egypt,120794,Family
Your Friends & Neighbors,119517,Drama
Your Friends & Neighbors,119517,Comedy
Shakespeare in Love,138097,Romance
Shakespeare in Love,138097,History
Shakespeare in Love,138097,Comedy
Quest for Camelot,120800,Fantasy
Quest for Camelot,120800,Animation
Quest for Camelot,120800,Drama
Quest for Camelot,120800,Romance
Quest for Camelot,120800,Family
Perfect Blue,156887,Animation
Perfect Blue,156887,Thriller
The X Files,120902,Mystery
The X Files,120902,Science Fiction
The X Files,120902,Thriller
Love & Pop,168972,Drama
Elizabeth,127536,Drama
Elizabeth,127536,History
Run Lola Run,130827,Action
Run Lola Run,130827,Drama
Run Lola Run,130827,Thriller
A Bug's Life,120623,Adventure
A Bug's Life,120623,Animation
A Bug's Life,120623,Comedy
A Bug's Life,120623,Family
Godzilla,120685,Science Fiction
Godzilla,120685,Action
Godzilla,120685,Thriller
Primary Colors,119942,Drama
The Idiots,154421,Comedy
The Idiots,154421,Drama
Dancing at Lughnasa,120643,Drama
Slums of Beverly Hills,120831,Comedy
Slums of Beverly Hills,120831,Drama
The Celebration,154420,Drama
Scooby-Doo on Zombie Island,166792,Animation
Scooby-Doo on Zombie Island,166792,Comedy
Scooby-Doo on Zombie Island,166792,Family
Scooby-Doo on Zombie Island,166792,Mystery
Scooby-Doo on Zombie Island,166792,Adventure
Scooby-Doo on Zombie Island,166792,Horror
Smoke Signals,120321,Drama
Smoke Signals,120321,Comedy
The Lion King II: Simba's Pride,120131,Family
The Lion King II: Simba's Pride,120131,Adventure
The Lion King II: Simba's Pride,120131,Animation
Sliding Doors,120148,Comedy
Sliding Doors,120148,Drama
Sliding Doors,120148,Fantasy
Sliding Doors,120148,Romance
The Last Days of Disco,120728,Comedy
The Last Days of Disco,120728,Drama
The Last Days of Disco,120728,Romance
Beloved,120603,Drama
Beloved,120603,Thriller
Species II,120841,Science Fiction
Species II,120841,Action
Species II,120841,Horror
Central Station,140888,Drama
The Glass-Blower's Children,119204,Drama
The Glass-Blower's Children,119204,Family
Hope Floats,119313,Romance
Hope Floats,119313,Drama
Hope Floats,119313,Comedy
Urban Legend,146336,Horror
Urban Legend,146336,Thriller
Ringu,178868,Horror
Ringu,178868,Thriller
Halloween H20: 20 Years Later,120694,Horror
Halloween H20: 20 Years Later,120694,Thriller
Wild Things,120890,Mystery
Wild Things,120890,Thriller
Wild Things,120890,Drama
"Black Cat, White Cat",118843,Comedy
"Black Cat, White Cat",118843,Romance
"Black Cat, White Cat",118843,Crime
The Avengers,118661,Thriller
The Avengers,118661,Science Fiction
Whispering Corridors,241073,Horror
Lost in Space,120738,Science Fiction
Lost in Space,120738,Adventure
There's Something About Mary,129387,Romance
There's Something About Mary,129387,Comedy
The Eternal,158011,Horror
City of Angels,120632,Romance
City of Angels,120632,Drama
City of Angels,120632,Fantasy
Patch Adams,129290,Comedy
Patch Adams,129290,Drama
The Rugrats Movie,134067,Family
The Rugrats Movie,134067,Animation
The Rugrats Movie,134067,Comedy
The Rugrats Movie,134067,Adventure
I Still Know What You Did Last Summer,130018,Horror
I Still Know What You Did Last Summer,130018,Mystery
I Still Know What You Did Last Summer,130018,Thriller
Kuch Kuch Hota Hai,172684,Romance
Kuch Kuch Hota Hai,172684,Drama
Pecker,126604,Comedy
Lick the Star,197626,Drama
Celebrity,120533,Drama
Celebrity,120533,Comedy
My Name Is Joe,151691,Drama
My Name Is Joe,151691,Romance
My Name Is Joe,151691,Crime
Madeline,123987,Comedy
Madeline,123987,Family
A Perfect Murder,120787,Crime
A Perfect Murder,120787,Thriller
A Perfect Murder,120787,Drama
Antz,120587,Adventure
Antz,120587,Animation
Antz,120587,Comedy
Antz,120587,Family
Halloweentown,173886,Adventure
Halloweentown,173886,Comedy
Halloweentown,173886,Family
Halloweentown,173886,Fantasy
Halloweentown,173886,TV Movie
Dangerous Beauty,118892,Drama
Dangerous Beauty,118892,Romance
Pocahontas II: Journey to a New World,143808,Family
Pocahontas II: Journey to a New World,143808,Adventure
Pocahontas II: Journey to a New World,143808,Animation
Pocahontas II: Journey to a New World,143808,Romance
Next Stop Wonderland,119778,Comedy
Next Stop Wonderland,119778,Drama
Next Stop Wonderland,119778,Romance
The Matrix,133093,Action
The Matrix,133093,Science Fiction
Star Wars: Episode I - The Phantom Menace,120915,Adventure
Star Wars: Episode I - The Phantom Menace,120915,Action
Star Wars: Episode I - The Phantom Menace,120915,Science Fiction
The Sixth Sense,167404,Mystery
The Sixth Sense,167404,Thriller
The Sixth Sense,167404,Drama
Dogma,120655,Fantasy
Dogma,120655,Comedy
Dogma,120655,Adventure
Eyes Wide Shut,120663,Drama
Eyes Wide Shut,120663,Thriller
Eyes Wide Shut,120663,Mystery
The Other Sister,123209,Comedy
The Other Sister,123209,Drama
The Other Sister,123209,Romance
Go,139239,Crime
Go,139239,Comedy
Go,139239,Thriller
Election,126886,Comedy
Being John Malkovich,120601,Comedy
Being John Malkovich,120601,Drama
Being John Malkovich,120601,Fantasy
Anna and the King,166485,Drama
Anna and the King,166485,Romance
Anna and the King,166485,History
Why Not Me?,162556,Comedy
Better Than Chocolate,168987,Drama
Better Than Chocolate,168987,Romance
Drop Dead Gorgeous,157503,Comedy
Not One Less,209189,Drama
Anywhere but Here,149691,Drama
Anywhere but Here,149691,Comedy
Anywhere but Here,149691,Romance
Memento Mori,266075,Fantasy
Memento Mori,266075,Horror
Memento Mori,266075,Romance
"South Park: Bigger, Longer & Uncut",158983,Animation
"South Park: Bigger, Longer & Uncut",158983,Comedy
Magnolia,175880,Drama
Titus,120866,Drama
Titus,120866,History
Cruel Intentions,139134,Drama
Cruel Intentions,139134,Romance
6ixtynin9,235154,Comedy
6ixtynin9,235154,Crime
6ixtynin9,235154,Thriller
Black and White,165643,Drama
New Waterford Girl,213121,Comedy
New Waterford Girl,213121,Drama
Holy Smoke,144715,Comedy
Holy Smoke,144715,Drama
Things You Can Tell Just by Looking at Her,210358,Drama
Things You Can Tell Just by Looking at Her,210358,Romance
Virus,120458,Horror
Virus,120458,Action
Virus,120458,Science Fiction
The Blair Witch Project,185937,Horror
The Blair Witch Project,185937,Mystery
Never Been Kissed,151738,Romance
Never Been Kissed,151738,Comedy
Never Been Kissed,151738,Drama
Notting Hill,125439,Romance
Notting Hill,125439,Comedy
Notting Hill,125439,Drama
The Rage: Carrie 2,144814,Horror
The Rage: Carrie 2,144814,Thriller
The Rage: Carrie 2,144814,Science Fiction
The Cider House Rules,124315,Drama
Splendor,127296,Comedy
Splendor,127296,Romance
Revolutionary Girl Utena: The Adolescence of Utena,243558,Animation
Revolutionary Girl Utena: The Adolescence of Utena,243558,Fantasy
Revolutionary Girl Utena: The Adolescence of Utena,243558,Action
Revolutionary Girl Utena: The Adolescence of Utena,243558,Romance
The Talented Mr. Ripley,134119,Thriller
The Talented Mr. Ripley,134119,Crime
The Talented Mr. Ripley,134119,Drama
Topsy-Turvy,151568,Comedy
Topsy-Turvy,151568,Drama
Topsy-Turvy,151568,Music
Topsy-Turvy,151568,History
Ringu 2,218553,Horror
Ringu 2,218553,Mystery
Ringu 2,218553,Science Fiction
The 4th Floor,167752,Horror
The 4th Floor,167752,Mystery
The 4th Floor,167752,Thriller
Muppets from Space,158811,Family
Muppets from Space,158811,Science Fiction
Muppets from Space,158811,Fantasy
Muppets from Space,158811,Comedy
The Haunting,171363,Horror
The Haunting,171363,Thriller
The Haunting,171363,Fantasy
The Haunting,171363,Mystery
Teaching Mrs. Tingle,133046,Comedy
Teaching Mrs. Tingle,133046,Crime
Teaching Mrs. Tingle,133046,Horror
Dick,144168,Comedy
Annie,207972,Music
Annie,207972,Family
Annie,207972,Comedy
Blast from the Past,124298,Science Fiction
Blast from the Past,124298,Drama
Blast from the Past,124298,Romance
Blast from the Past,124298,Comedy
She's All That,160862,Comedy
She's All That,160862,Romance
The Straight Story,166896,Drama
Brokedown Palace,120620,Drama
The Virgin Suicides,159097,Drama
The Virgin Suicides,159097,Romance
Mansfield Park,178737,Romance
Mansfield Park,178737,Drama
A Walk on the Moon,120613,Drama
A Walk on the Moon,120613,Romance
Trick,162710,Comedy
Trick,162710,Romance
Beau Travail,209933,Drama
Bowfinger,131325,Comedy
Tea with Mussolini,120857,Comedy
Tea with Mussolini,120857,Drama
Tea with Mussolini,120857,War
Human Traffic,188674,Comedy
Human Traffic,188674,Drama
Terror Firmer,169299,Horror
Terror Firmer,169299,Comedy
Terror Firmer,169299,Fantasy
Terror Firmer,169299,Thriller
Introducing Dorothy Dandridge,172348,Drama
200 Cigarettes,137338,Comedy
200 Cigarettes,137338,Drama
200 Cigarettes,137338,Romance
Aimee & Jaguar,130444,Drama
Aimee & Jaguar,130444,History
Aimee & Jaguar,130444,Romance
The Nameless,222368,Thriller
The Nameless,222368,Horror
Bicentennial Man,182789,Science Fiction
Bicentennial Man,182789,Comedy
Bicentennial Man,182789,Drama
Screwed in Tallinn,311926,Comedy
Deuce Bigalow: Male Gigolo,205000,Comedy
East Is East,166175,Drama
East Is East,166175,Comedy
Stigmata,145531,Horror
Stigmata,145531,Thriller
Lake Placid,139414,Horror
Lake Placid,139414,Comedy
Lake Placid,139414,Action
Lake Placid,139414,Science Fiction
Lake Placid,139414,Thriller
Smart House,192618,TV Movie
Smart House,192618,Drama
Smart House,192618,Family
Smart House,192618,Science Fiction
Smart House,192618,Fantasy
Double Jeopardy,150377,Thriller
Music of the Heart,166943,Drama
American Psycho,144084,Thriller
American Psycho,144084,Drama
American Psycho,144084,Crime
Dancing at the Blue Iguana,217355,Drama
Dancing at the Blue Iguana,217355,Mystery
Erin Brockovich,195685,Drama
Ginger Snaps,210070,Horror
Miss Congeniality,212346,Comedy
Miss Congeniality,212346,Crime
Miss Congeniality,212346,Action
Chicken Run,120630,Animation
Chicken Run,120630,Comedy
Chicken Run,120630,Family
Bring It On,204946,Comedy
Chocolat,241303,Comedy
Chocolat,241303,Drama
Chocolat,241303,Romance
"Crouching Tiger, Hidden Dragon",190332,Adventure
"Crouching Tiger, Hidden Dragon",190332,Drama
"Crouching Tiger, Hidden Dragon",190332,Action
"Crouching Tiger, Hidden Dragon",190332,Romance
Daria in 'Is It Fall Yet?',250440,Animation
Daria in 'Is It Fall Yet?',250440,Comedy
Daria in 'Is It Fall Yet?',250440,TV Movie
Almost Famous,181875,Drama
Almost Famous,181875,Music
Where the Heart Is,198021,Comedy
Where the Heart Is,198021,Drama
Where the Heart Is,198021,Romance
Best in Show,218839,Comedy
28 Days,191754,Comedy
28 Days,191754,Drama
Titan A.E.,120913,Animation
Titan A.E.,120913,Action
Titan A.E.,120913,Science Fiction
Titan A.E.,120913,Family
Titan A.E.,120913,Adventure
What Lies Beneath,161081,Drama
What Lies Beneath,161081,Horror
What Lies Beneath,161081,Mystery
What Lies Beneath,161081,Thriller
Return to Me,122459,Romance
Return to Me,122459,Comedy
Remember the Titans,210945,Drama
Girlfight,210075,Drama
Center Stage,210616,Drama
Center Stage,210616,Music
Battle Royale,266308,Drama
Battle Royale,266308,Thriller
Battle Royale,266308,Action
Charlie's Angels,160127,Action
Charlie's Angels,160127,Adventure
Charlie's Angels,160127,Comedy
Charlie's Angels,160127,Crime
Charlie's Angels,160127,Thriller
Coyote Ugly,200550,Comedy
Coyote Ugly,200550,Drama
Coyote Ugly,200550,Music
Coyote Ugly,200550,Romance
If These Walls Could Talk 2,206036,Romance
If These Walls Could Talk 2,206036,Drama
Dancer in the Dark,168629,Drama
Dancer in the Dark,168629,Crime
Songcatcher,210299,Drama
Songcatcher,210299,Music
Greenfingers,203540,Comedy
Greenfingers,203540,Drama
Requiem for a Dream,180093,Crime
Requiem for a Dream,180093,Drama
Beautiful Creatures,221889,Comedy
Beautiful Creatures,221889,Crime
Beautiful Creatures,221889,Drama
Beautiful Creatures,221889,Thriller
The Circle,255094,Drama
Kevin & Perry Go Large,205177,Music
Kevin & Perry Go Large,205177,Comedy
Mr. Accident,156807,Comedy
The Man Who Cried,206917,Romance
The Man Who Cried,206917,Drama
The Man Who Cried,206917,Music
The Man Who Cried,206917,War
Joseph: King of Dreams,264734,Family
Joseph: King of Dreams,264734,Animation
Love & Basketball,199725,Action
Love & Basketball,199725,Comedy
Love & Basketball,199725,Drama
Love & Basketball,199725,Romance
Together,203166,Drama
Together,203166,Comedy
Together,203166,Romance
The Patriot,187393,Drama
The Patriot,187393,History
The Patriot,187393,War
The Patriot,187393,Action
Billy Elliot,249462,Drama
Billy Elliot,249462,Comedy
Billy Elliot,249462,Music
Batman Beyond: Return of the Joker,233298,Animation
Batman Beyond: Return of the Joker,233298,Family
Batman Beyond: Return of the Joker,233298,Action
Batman Beyond: Return of the Joker,233298,Science Fiction
Saving Grace,195234,Crime
Saving Grace,195234,Comedy
In the Mood for Love,118694,Drama
In the Mood for Love,118694,Romance
Common Wealth,255067,Comedy
Common Wealth,255067,Thriller
Common Wealth,255067,Crime
The Gift,219699,Horror
The Gift,219699,Drama
The Gift,219699,Thriller
The Gift,219699,Mystery
Sordid Lives,204640,Comedy
Life-Size,200809,TV Movie
Life-Size,200809,Family
Life-Size,200809,Comedy
Life-Size,200809,Fantasy
Cecil B. Demented,173716,Thriller
Cecil B. Demented,173716,Comedy
Cecil B. Demented,173716,Crime
The Little Mermaid II: Return to the Sea,240684,Animation
The Little Mermaid II: Return to the Sea,240684,Adventure
The Little Mermaid II: Return to the Sea,240684,Family
The Little Mermaid II: Return to the Sea,240684,Comedy
Baise-moi,249380,Crime
Baise-moi,249380,Drama
Baise-moi,249380,Romance
Baise-moi,249380,Thriller
The Dish,205873,Comedy
The Dish,205873,Drama
The Dish,205873,History
The Gleaners and I,247380,Documentary
Scream 3,134084,Horror
Scream 3,134084,Mystery
Rugrats in Paris: The Movie,213203,Family
Rugrats in Paris: The Movie,213203,Animation
Rugrats in Paris: The Movie,213203,Adventure
Rugrats in Paris: The Movie,213203,Comedy
Cherry Falls,175526,Horror
Cherry Falls,175526,Mystery
Cherry Falls,175526,Thriller
Ringu 0,235712,Horror
Ringu 0,235712,Thriller
Italian for Beginners,243862,Comedy
Italian for Beginners,243862,Drama
Italian for Beginners,243862,Romance
Malena,213847,Drama
The 6th Day,216216,Science Fiction
The 6th Day,216216,Mystery
The 6th Day,216216,Action
The Day I Became a Woman,260332,Drama
Scary Movie,175142,Comedy
Spiral,244870,Mystery
Spiral,244870,Fantasy
Spiral,244870,Horror
102 Dalmatians,211181,Family
102 Dalmatians,211181,Comedy
Ju-on: The Curse,330500,Horror
Hanging Up,162983,Drama
Hanging Up,162983,Comedy
Supernova,134983,Science Fiction
Supernova,134983,Horror
Supernova,134983,Fantasy
Supernova,134983,Thriller
Dinner Rush,229340,Drama
Dinner Rush,229340,Action
Dinner Rush,229340,Thriller
Pay It Forward,223897,Drama
Dinosaur,130623,Family
Dinosaur,130623,Animation
How the Grinch Stole Christmas,170016,Family
How the Grinch Stole Christmas,170016,Comedy
How the Grinch Stole Christmas,170016,Fantasy
Traffic,181865,Thriller
Traffic,181865,Drama
Traffic,181865,Crime
The Family Man,218967,Comedy
The Family Man,218967,Drama
The Family Man,218967,Romance
The Family Man,218967,Fantasy
Alley Cats Strike,217990,Family
Alley Cats Strike,217990,Drama
Alley Cats Strike,217990,Comedy
Alley Cats Strike,217990,TV Movie
Beautiful,210567,Comedy
Beautiful,210567,Drama
The Replacements,191397,Comedy
Yi Yi,244316,Drama
Yi Yi,244316,Romance
Monsoon Wedding,265343,Comedy
Monsoon Wedding,265343,Drama
Monsoon Wedding,265343,Romance
Mulholland Drive,166924,Thriller
Mulholland Drive,166924,Drama
Mulholland Drive,166924,Mystery
Kissing Jessica Stein,264761,Comedy
Legally Blonde,250494,Comedy
Wit,243664,Drama
Wit,243664,TV Movie
The Others,230600,Horror
The Others,230600,Drama
The Others,230600,Mystery
The Others,230600,Thriller
Spirited Away,245429,Animation
Spirited Away,245429,Family
Spirited Away,245429,Fantasy
Donnie Darko,246578,Fantasy
Donnie Darko,246578,Drama
Donnie Darko,246578,Mystery
Waking Life,243017,Animation
Amélie,211915,Comedy
Amélie,211915,Romance
In the Time of the Butterflies,263467,TV Movie
In the Time of the Butterflies,263467,Thriller
In the Time of the Butterflies,263467,Drama
In the Time of the Butterflies,263467,History
In the Time of the Butterflies,263467,Romance
The Piano Teacher,254686,Drama
The Piano Teacher,254686,Romance
The Wedding Planner,209475,Comedy
The Wedding Planner,209475,Romance
Gosford Park,280707,Drama
Gosford Park,280707,Mystery
Gosford Park,280707,Thriller
Mostly Martha,246772,Romance
Mostly Martha,246772,Drama
Mostly Martha,246772,Comedy
Human Nature,219822,Drama
Human Nature,219822,Comedy
Zoolander,196229,Comedy
Moulin Rouge!,203009,Drama
Moulin Rouge!,203009,Romance
Moulin Rouge!,203009,Music
Harry Potter and the Philosopher's Stone,241527,Adventure
Harry Potter and the Philosopher's Stone,241527,Fantasy
Take Care of My Cat,296658,Drama
Spy Kids,227538,Action
Spy Kids,227538,Comedy
Spy Kids,227538,Family
Spy Kids,227538,Adventure
Manic,252684,Drama
The Legend of Suriyothai,290879,Drama
The Legend of Suriyothai,290879,History
The Legend of Suriyothai,290879,War
Hedwig and the Angry Inch,248845,Comedy
Hedwig and the Angry Inch,248845,Music
Hedwig and the Angry Inch,248845,Drama
Someone Like You...,244970,Comedy
Someone Like You...,244970,Romance
Wet Hot American Summer,243655,Comedy
He Died with a Felafel in His Hand,172543,Comedy
Fat Girl,243255,Drama
Me Without You,263725,Drama
Jeepers Creepers,263488,Horror
Jeepers Creepers,263488,Thriller
Dr. Dolittle 2,240462,Comedy
Dr. Dolittle 2,240462,Family
Dr. Dolittle 2,240462,Romance
Dr. Dolittle 2,240462,Fantasy
Suicide Club,312843,Drama
Suicide Club,312843,Horror
Suicide Club,312843,Thriller
Monkeybone,166276,Adventure
Monkeybone,166276,Fantasy
Monkeybone,166276,Animation
Monkeybone,166276,Action
Monkeybone,166276,Comedy
Monkeybone,166276,Science Fiction
Nowhere in Africa,161860,Drama
Shallow Hal,256380,Comedy
Shallow Hal,256380,Romance
Hannibal,212985,Crime
Hannibal,212985,Drama
Hannibal,212985,Thriller
Lucky Girl,279204,Drama
Lucky Girl,279204,TV Movie
Read My Lips,274117,Crime
Read My Lips,274117,Drama
Read My Lips,274117,Romance
Read My Lips,274117,Thriller
Dog Days,290661,Drama
Dog Days,290661,Comedy
Miss Minoes,279231,Comedy
Miss Minoes,279231,Family
Miss Minoes,279231,Fantasy
Cowboy Bebop: The Movie,275277,Action
Cowboy Bebop: The Movie,275277,Animation
Cowboy Bebop: The Movie,275277,Science Fiction
Gypsy 83,251110,Drama
Princess Arete,306474,Adventure
Princess Arete,306474,Animation
Princess Arete,306474,Fantasy
Princess Arete,306474,Mystery
From Hell,120681,Horror
From Hell,120681,Mystery
From Hell,120681,Thriller
Save the Last Dance,206275,Drama
Save the Last Dance,206275,Family
Save the Last Dance,206275,Romance
Save the Last Dance,206275,Music
His Secret Life,274497,Drama
His Secret Life,274497,Romance
Bridget Jones's Diary,243155,Comedy
Bridget Jones's Diary,243155,Romance
Bridget Jones's Diary,243155,Drama
The Glass House,221218,Drama
The Glass House,221218,Thriller
Osmosis Jones,181739,Adventure
Osmosis Jones,181739,Animation
Osmosis Jones,181739,Action
Osmosis Jones,181739,Comedy
Osmosis Jones,181739,Family
The Witcher,300657,Adventure
The Witcher,300657,Fantasy
I Am Sam,277027,Drama
Riding in Cars with Boys,200027,Comedy
Riding in Cars with Boys,200027,Drama
Riding in Cars with Boys,200027,Romance
Heartbreakers,125022,Comedy
Heartbreakers,125022,Romance
Heartbreakers,125022,Crime
"Belphegor, Phantom of the Louvre",214529,Fantasy
"Belphegor, Phantom of the Louvre",214529,Mystery
"Belphegor, Phantom of the Louvre",214529,Horror
Heist,252503,Action
Heist,252503,Crime
Heist,252503,Drama
Heist,252503,Thriller
Rat Race,250687,Adventure
Rat Race,250687,Comedy
Serendipity,240890,Comedy
Serendipity,240890,Romance
Serendipity,240890,Drama
American Pie 2,252866,Comedy
American Pie 2,252866,Romance
Chaos,265116,Drama
Volcano High,301429,Action
Volcano High,301429,Comedy
Kabhi Khushi Kabhie Gham,248126,Comedy
Kabhi Khushi Kabhie Gham,248126,Drama
Charlotte Gray,245046,Drama
Charlotte Gray,245046,History
Charlotte Gray,245046,Romance
Charlotte Gray,245046,War
Planet of the Apes,133152,Thriller
Planet of the Apes,133152,Science Fiction
Planet of the Apes,133152,Action
Planet of the Apes,133152,Adventure
Scary Movie 2,257106,Comedy
Stranded,283015,Science Fiction
Glitter,118589,Drama
Glitter,118589,Music
Glitter,118589,Romance
The Mummy Returns,209163,Adventure
The Mummy Returns,209163,Action
The Mummy Returns,209163,Fantasy
Not Another Teen Movie,277371,Comedy
"Yes, But...",246278,Romance
"Yes, But...",246278,Comedy
"Yes, But...",246278,Drama
"Yes, But...",246278,Family
Pulse,286751,Horror
Pulse,286751,Thriller
Pulse,286751,Mystery
Recess: School's Out,265632,Science Fiction
Recess: School's Out,265632,Family
Recess: School's Out,265632,Comedy
Recess: School's Out,265632,Animation
The Curse of the Jade Scorpion,256524,Comedy
The Curse of the Jade Scorpion,256524,Crime
The Curse of the Jade Scorpion,256524,Romance
Dagon,264508,Fantasy
Dagon,264508,Horror
Dagon,264508,Thriller
Jump Tomorrow,273300,Drama
Jump Tomorrow,273300,Comedy
Jump Tomorrow,273300,Romance
Rush Hour 2,266915,Action
Rush Hour 2,266915,Comedy
Rush Hour 2,266915,Crime
Tremors 3: Back to Perfection,259685,Action
Tremors 3: Back to Perfection,259685,Comedy
Tremors 3: Back to Perfection,259685,Horror
Tremors 3: Back to Perfection,259685,Science Fiction
Tremors 3: Back to Perfection,259685,Thriller
In the Bedroom,247425,Drama
In the Bedroom,247425,Thriller
Sugar & Spice,186589,Crime
Sugar & Spice,186589,Comedy
Sugar & Spice,186589,Drama
La Ciénaga,240419,Comedy
La Ciénaga,240419,Drama
Jimmy Neutron: Boy Genius,268397,Family
Jimmy Neutron: Boy Genius,268397,Action
Jimmy Neutron: Boy Genius,268397,Adventure
Jimmy Neutron: Boy Genius,268397,Animation
Jimmy Neutron: Boy Genius,268397,Comedy
Jimmy Neutron: Boy Genius,268397,Science Fiction
Barbie in the Nutcracker,288441,Animation
Barbie in the Nutcracker,288441,Family
The Land Before Time VIII: The Big Freeze,301526,Animation
The Land Before Time VIII: The Big Freeze,301526,Adventure
The Land Before Time VIII: The Big Freeze,301526,Family
La Tour Montparnasse Infernale,259060,Comedy
Zenon: The Zequel,271271,Family
Zenon: The Zequel,271271,TV Movie
Zenon: The Zequel,271271,Adventure
Zenon: The Zequel,271271,Comedy
Zenon: The Zequel,271271,Science Fiction
Blue Crush,300532,Adventure
Blue Crush,300532,Romance
Blue Crush,300532,Drama
Whale Rider,298228,Drama
Whale Rider,298228,Family
28 Days Later,289043,Horror
28 Days Later,289043,Thriller
28 Days Later,289043,Science Fiction
Star Wars: Episode II - Attack of the Clones,121765,Adventure
Star Wars: Episode II - Attack of the Clones,121765,Action
Star Wars: Episode II - Attack of the Clones,121765,Science Fiction
Lilo & Stitch,275847,Animation
Lilo & Stitch,275847,Family
Hero,299977,Drama
Hero,299977,Adventure
Hero,299977,Action
Hero,299977,History
Suddenly,324158,Drama
Suddenly,324158,Comedy
The Ring,298130,Horror
The Ring,298130,Mystery
Daria in 'Is It College Yet?',285627,Animation
Daria in 'Is It College Yet?',285627,Comedy
Daria in 'Is It College Yet?',285627,TV Movie
My Big Fat Greek Wedding,259446,Comedy
My Big Fat Greek Wedding,259446,Drama
My Big Fat Greek Wedding,259446,Romance
Divine Secrets of the Ya-Ya Sisterhood,279778,Comedy
Divine Secrets of the Ya-Ya Sisterhood,279778,Drama
The Importance of Being Earnest,278500,Comedy
The Importance of Being Earnest,278500,Drama
The Importance of Being Earnest,278500,History
The Importance of Being Earnest,278500,Romance
Tuck Everlasting,283084,Drama
Tuck Everlasting,283084,Family
Tuck Everlasting,283084,Fantasy
Tuck Everlasting,283084,Romance
The Powerpuff Girls Movie,289408,Animation
The Powerpuff Girls Movie,289408,Action
The Powerpuff Girls Movie,289408,Family
May,303361,Horror
May,303361,Drama
May,303361,Comedy
Secretary,274812,Comedy
Secretary,274812,Drama
Secretary,274812,Romance
The Rules of Attraction,292644,Comedy
The Rules of Attraction,292644,Drama
The Rules of Attraction,292644,Romance
The Cat Returns,347618,Adventure
The Cat Returns,347618,Fantasy
The Cat Returns,347618,Animation
The Cat Returns,347618,Drama
The Cat Returns,347618,Family
Ten,301978,Drama
White Oleander,283139,Drama
Tipping the Velvet,324264,Drama
Tipping the Velvet,324264,Romance
Spy Kids 2: The Island of Lost Dreams,287717,Action
Spy Kids 2: The Island of Lost Dreams,287717,Adventure
Spy Kids 2: The Island of Lost Dreams,287717,Family
Spy Kids 2: The Island of Lost Dreams,287717,Comedy
Adaptation.,268126,Comedy
Adaptation.,268126,Crime
Adaptation.,268126,Drama
Treasure Planet,133240,Adventure
Treasure Planet,133240,Animation
Treasure Planet,133240,Family
Treasure Planet,133240,Fantasy
