title,imdbid,genres
Chi-Raq,4594834,Drama
Chi-Raq,4594834,Crime
Chi-Raq,4594834,Comedy
Mythica: The Darkspore,3478232,Action
Mythica: The Darkspore,3478232,Adventure
Mythica: The Darkspore,3478232,Fantasy
This Changes Everything,1870548,Documentary
After the Ball,3717016,Comedy
Legend,3569230,Crime
Legend,3569230,Thriller
The Transporter Refueled,2938956,Action
The Transporter Refueled,2938956,Thriller
The Transporter Refueled,2938956,Crime
The Last Witch Hunter,1618442,Fantasy
The Last Witch Hunter,1618442,Action
The Last Witch Hunter,1618442,Adventure
Advantageous,3090670,Science Fiction
Advantageous,3090670,Drama
Miss You Already,2245003,Comedy
Miss You Already,2245003,Drama
The Wait,3715122,Drama
Queen of Earth,3993894,Drama
Queen of Earth,3993894,Mystery
Queen of Earth,3993894,Thriller
Slow Learners,2537390,Romance
Slow Learners,2537390,Comedy
Invisible Sister,4420110,Fantasy
Invisible Sister,4420110,Adventure
Invisible Sister,4420110,Comedy
Invisible Sister,4420110,TV Movie
Little Big Master,4319698,Drama
The Diary of a Teenage Girl,3172532,Drama
The Diary of a Teenage Girl,3172532,Romance
My Skinny Sister,4093680,Drama
Meadowland,3529656,Drama
The Meddler,4501454,Comedy
The Meddler,4501454,Drama
Marguerite,4428788,Drama
Office,4392726,Drama
The Throne,4010918,Drama
The Throne,4010918,History
The Witch,4263482,Horror
The Witch,4263482,Mystery
The Witch,4263482,Drama
The Witch,4263482,Fantasy
Ogres,4466872,Drama
The Longest Ride,2726560,Drama
The Longest Ride,2726560,Romance
Tiger House,2911674,Action
Tiger House,2911674,Crime
Tiger House,2911674,Drama
Tiger House,2911674,Thriller
Eye in the Sky,2057392,Drama
Eye in the Sky,2057392,Thriller
Eye in the Sky,2057392,War
Harbinger Down,3397918,Horror
Harbinger Down,3397918,Science Fiction
Anguish,3620762,Horror
Tag,4439120,Thriller
Tag,4439120,Comedy
Tag,4439120,Action
Tag,4439120,Horror
Green Room,4062536,Horror
Green Room,4062536,Crime
Green Room,4062536,Thriller
A Country Called Home,3953626,Drama
The Family Fang,2097331,Comedy
The Family Fang,2097331,Drama
The Family Fang,2097331,Mystery
"Hello, My Name Is Doris",3766394,Comedy
"Hello, My Name Is Doris",3766394,Drama
"Hello, My Name Is Doris",3766394,Romance
Sunset Song,2262161,Drama
The Wave,3616916,Thriller
Max,3369806,Adventure
Max,3369806,Drama
The Lady in the Van,3722070,Comedy
The Lady in the Van,3722070,Drama
Maggie's Plan,3471098,Drama
Maggie's Plan,3471098,Comedy
Maggie's Plan,3471098,Romance
Our Little Sister,3756788,Drama
Our Little Sister,3756788,Family
Equals,3289728,Drama
Equals,3289728,Romance
Equals,3289728,Science Fiction
The Visit,3567288,Horror
The Visit,3567288,Thriller
The Visit,3567288,Mystery
The Bronze,3859304,Drama
The Bronze,3859304,Comedy
Jem and the Holograms,3614530,Fantasy
Jem and the Holograms,3614530,Music
Jem and the Holograms,3614530,Family
Battle for Sevastopol,4084744,Drama
Battle for Sevastopol,4084744,War
Battle for Sevastopol,4084744,Romance
Survivor,3247714,Crime
Survivor,3247714,Action
Survivor,3247714,Thriller
45 Years,3544082,Drama
45 Years,3544082,Romance
Colonia,4005402,Drama
Colonia,4005402,Romance
Colonia,4005402,Thriller
Colonia,4005402,Horror
Summertime,4080768,Comedy
Summertime,4080768,Drama
Summertime,4080768,Romance
Into the Forest,2625810,Drama
Into the Forest,2625810,Science Fiction
A Royal Night Out,1837562,Romance
A Royal Night Out,1837562,Comedy
April and the Extraordinary World,3422078,Thriller
April and the Extraordinary World,3422078,Adventure
April and the Extraordinary World,3422078,Animation
April and the Extraordinary World,3422078,Comedy
April and the Extraordinary World,3422078,Fantasy
April and the Extraordinary World,3422078,Science Fiction
Drifters,4153324,Crime
Drifters,4153324,Drama
Unexpected,4145304,Comedy
Unexpected,4145304,Drama
The Girl King,1254322,Drama
The Girl King,1254322,History
The Girl King,1254322,Romance
The 33,2006295,Drama
The 33,2006295,History
Parched,3043252,Drama
Nil Battey Sannata,5005684,Drama
Nil Battey Sannata,5005684,Family
Sweet Bean,4298958,Drama
Full Out,3977462,History
Full Out,3977462,Drama
Full Out,3977462,Family
Lavalantula,4060576,Horror
Lavalantula,4060576,Science Fiction
Lavalantula,4060576,Thriller
Neon Bull,4899406,Drama
Ava's Possessions,3727982,Mystery
Ava's Possessions,3727982,Thriller
Ava's Possessions,3727982,Horror
Ava's Possessions,3727982,Science Fiction
Flying Colors,4195368,Comedy
Flying Colors,4195368,Drama
Fathers and Daughters,2582502,Drama
Girls Lost,4425152,Drama
Intruders,4009278,Drama
Intruders,4009278,Thriller
Intruders,4009278,Horror
Sleeping with Other People,3165612,Comedy
Life,2948840,Drama
Emelie,4503598,Horror
Emelie,4503598,Thriller
Burn Burn Burn,3627488,Drama
Burn Burn Burn,3627488,Comedy
The Blackcoat's Daughter,3286052,Horror
The Blackcoat's Daughter,3286052,Thriller
The Gift,4178092,Thriller
The Gift,4178092,Mystery
The Gift,4178092,Drama
Sharknado 3: Oh Hell No!,3899796,Action
Sharknado 3: Oh Hell No!,3899796,TV Movie
Sharknado 3: Oh Hell No!,3899796,Science Fiction
Sharknado 3: Oh Hell No!,3899796,Comedy
Sharknado 3: Oh Hell No!,3899796,Adventure
Absolutely Anything,1727770,Comedy
Absolutely Anything,1727770,Science Fiction
The Great Gilly Hopkins,1226766,Comedy
The Great Gilly Hopkins,1226766,Drama
The Great Gilly Hopkins,1226766,Family
The Invitation,2400463,Thriller
The Invitation,2400463,Horror
My Name Is Emily,3319018,Drama
The Wiz Live!,4718770,TV Movie
The Wiz Live!,4718770,Music
Pride and Prejudice and Zombies,1374989,Romance
Pride and Prejudice and Zombies,1374989,Horror
Pride and Prejudice and Zombies,1374989,Comedy
Pride and Prejudice and Zombies,1374989,Thriller
Bang Gang (A Modern Love Story),3838728,Drama
The Innocents,4370784,Drama
The Innocents,4370784,History
Zootopia,2948356,Animation
Zootopia,2948356,Adventure
Zootopia,2948356,Family
Zootopia,2948356,Comedy
The Boy,3882082,Horror
The Boy,3882082,Thriller
The Boy,3882082,Mystery
Whiskey Tango Foxtrot,3553442,Comedy
Whiskey Tango Foxtrot,3553442,Drama
Whiskey Tango Foxtrot,3553442,War
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2652118,Action
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2652118,Adventure
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2652118,Drama
Allegiant,3410834,Adventure
Allegiant,3410834,Science Fiction
Allegiant,3410834,Action
Allegiant,3410834,Mystery
10 Cloverfield Lane,1179933,Thriller
10 Cloverfield Lane,1179933,Science Fiction
10 Cloverfield Lane,1179933,Drama
10 Cloverfield Lane,1179933,Horror
Triple 9,1712261,Action
Triple 9,1712261,Thriller
Triple 9,1712261,Mystery
The Huntsman: Winter's War,2381991,Action
The Huntsman: Winter's War,2381991,Adventure
The Huntsman: Winter's War,2381991,Drama
Kung Fu Panda 3,2267968,Action
Kung Fu Panda 3,2267968,Adventure
Kung Fu Panda 3,2267968,Animation
Kung Fu Panda 3,2267968,Comedy
Kung Fu Panda 3,2267968,Family
Justice League vs. Teen Titans,5091548,Science Fiction
Justice League vs. Teen Titans,5091548,Action
Justice League vs. Teen Titans,5091548,Animation
The Boss,2702724,Comedy
Hush,5022702,Horror
Hush,5022702,Thriller
The Forest,3387542,Horror
The Forest,3387542,Thriller
The Forest,3387542,Mystery
Captain America: Civil War,3498820,Adventure
Captain America: Civil War,3498820,Action
Captain America: Civil War,3498820,Science Fiction
Keanu,4139124,Action
Keanu,4139124,Comedy
Keanu,4139124,Crime
Ratchet & Clank,2865120,Action
Ratchet & Clank,2865120,Adventure
Ratchet & Clank,2865120,Animation
Ratchet & Clank,2865120,Family
Mother's Day,4824302,Comedy
Mother's Day,4824302,Drama
Mother's Day,4824302,Romance
Extremis,5538078,Documentary
Love & Friendship,3068194,Drama
Love & Friendship,3068194,Romance
X-Men: Apocalypse,3385516,Action
X-Men: Apocalypse,3385516,Adventure
X-Men: Apocalypse,3385516,Science Fiction
X-Men: Apocalypse,3385516,Fantasy
10 Days in a Madhouse,3453052,Drama
The Nice Guys,3799694,Comedy
The Nice Guys,3799694,Crime
The Nice Guys,3799694,Action
Alice Through the Looking Glass,2567026,Adventure
Alice Through the Looking Glass,2567026,Family
Alice Through the Looking Glass,2567026,Fantasy
Neighbors 2: Sorority Rising,4438848,Comedy
Warcraft,803096,Action
Warcraft,803096,Adventure
Warcraft,803096,Fantasy
Teenage Mutant Ninja Turtles: Out of the Shadows,3949660,Action
Teenage Mutant Ninja Turtles: Out of the Shadows,3949660,Adventure
Teenage Mutant Ninja Turtles: Out of the Shadows,3949660,Comedy
Teenage Mutant Ninja Turtles: Out of the Shadows,3949660,Family
Teenage Mutant Ninja Turtles: Out of the Shadows,3949660,Science Fiction
How to Be Single,1292566,Comedy
How to Be Single,1292566,Romance
Me Before You,2674426,Drama
Me Before You,2674426,Romance
Money Monster,2241351,Thriller
Money Monster,2241351,Drama
The Conjuring 2,3065204,Horror
The Conjuring 2,3065204,Thriller
Finding Dory,2277860,Adventure
Finding Dory,2277860,Animation
Finding Dory,2277860,Comedy
Finding Dory,2277860,Family
Be Somebody,5512872,Drama
Be Somebody,5512872,Comedy
Be Somebody,5512872,Romance
Independence Day: Resurgence,1628841,Action
Independence Day: Resurgence,1628841,Adventure
Independence Day: Resurgence,1628841,Science Fiction
The Neon Demon,1974419,Thriller
The Neon Demon,1974419,Drama
The Neon Demon,1974419,Horror
The Shallows,4052882,Horror
The Shallows,4052882,Drama
The Shallows,4052882,Thriller
The Purge: Election Year,4094724,Action
The Purge: Election Year,4094724,Horror
The Purge: Election Year,4094724,Thriller
The BFG,3691740,Adventure
The BFG,3691740,Family
The BFG,3691740,Fantasy
Dad's Army,4104054,Comedy
The Fundamentals of Caring,2452386,Comedy
The Fundamentals of Caring,2452386,Drama
Mike and Dave Need Wedding Dates,2823054,Comedy
Ghostbusters,1289401,Action
Ghostbusters,1289401,Fantasy
Ghostbusters,1289401,Comedy
Absolutely Fabulous: The Movie,2112096,Comedy
Norm of the North,1594972,Adventure
Norm of the North,1594972,Animation
Norm of the North,1594972,Comedy
Norm of the North,1594972,Family
Criminal,3014866,Action
Criminal,3014866,Crime
Criminal,3014866,Science Fiction
Tallulah,1639084,Drama
Nerve,3531824,Mystery
Nerve,3531824,Adventure
Nerve,3531824,Crime
Suicide Squad,1386697,Action
Suicide Squad,1386697,Adventure
Suicide Squad,1386697,Fantasy
Bad Moms,4651520,Comedy
Lights Out,4786282,Horror
Lights Out,4786282,Thriller
Lights Out,4786282,Mystery
Sausage Party,1700841,Adventure
Sausage Party,1700841,Animation
Sausage Party,1700841,Comedy
Sausage Party,1700841,Fantasy
Dear Eleanor,2927212,Adventure
Dear Eleanor,2927212,Comedy
Dear Eleanor,2927212,Drama
Up for Love,4699388,Comedy
Up for Love,4699388,Romance
Up for Love,4699388,Drama
Train to Busan,5700672,Action
Train to Busan,5700672,Horror
Train to Busan,5700672,Thriller
Don't Breathe,4160708,Thriller
Don't Breathe,4160708,Horror
Captain Fantastic,3553976,Adventure
Captain Fantastic,3553976,Drama
The Light Between Oceans,2547584,Drama
The Light Between Oceans,2547584,Romance
Equity,3958780,Drama
The Girl on the Train,3631112,Crime
The Girl on the Train,3631112,Drama
The Girl on the Train,3631112,Mystery
The Girl on the Train,3631112,Thriller
Adventures in Babysitting,4456850,TV Movie
Adventures in Babysitting,4456850,Comedy
Adventures in Babysitting,4456850,Family
Raising the Bar,5274066,Family
Raising the Bar,5274066,Drama
Raising the Bar,5274066,TV Movie
Grease Live,4366830,TV Movie
Grease Live,4366830,Music
Morgan,4520364,Horror
Morgan,4520364,Science Fiction
Morgan,4520364,Thriller
The Olive Tree,3655972,Comedy
The Olive Tree,3655972,Drama
Catfight,5294198,Comedy
Catfight,5294198,Drama
The Infiltrator,1355631,Crime
The Infiltrator,1355631,Drama
The Infiltrator,1355631,Thriller
Dirty 30,5521550,Romance
Dirty 30,5521550,Comedy
Like Crazy,4621872,Drama
Like Crazy,4621872,Comedy
Julieta,4326444,Drama
Julieta,4326444,Romance
American Honey,3721936,Drama
Ouija: Origin of Evil,4361050,Horror
Ouija: Origin of Evil,4361050,Thriller
The Rocky Horror Picture Show: Let's Do the Time Warp Again,1267299,TV Movie
The Rocky Horror Picture Show: Let's Do the Time Warp Again,1267299,Comedy
The Rocky Horror Picture Show: Let's Do the Time Warp Again,1267299,Music
The Rocky Horror Picture Show: Let's Do the Time Warp Again,1267299,Science Fiction
The Handmaiden,4016934,Thriller
The Handmaiden,4016934,Drama
The Handmaiden,4016934,Romance
Miss Peregrine's Home for Peculiar Children,1935859,Fantasy
Miss Peregrine's Home for Peculiar Children,1935859,Adventure
Miss Peregrine's Home for Peculiar Children,1935859,Family
Miss Peregrine's Home for Peculiar Children,1935859,Drama
The Finest Hours,2025690,Action
The Finest Hours,2025690,Drama
The Finest Hours,2025690,History
The Finest Hours,2025690,Thriller
Greetings from Fukushima,4667788,Drama
Trolls,1679335,Family
Trolls,1679335,Animation
Trolls,1679335,Fantasy
Trolls,1679335,Adventure
Trolls,1679335,Comedy
Trolls,1679335,Music
"I, Daniel Blake",5168192,Drama
Certain Women,4468634,Drama
Arrival,2543164,Drama
Arrival,2543164,Science Fiction
Arrival,2543164,Mystery
Fantastic Beasts and Where to Find Them,3183660,Fantasy
Fantastic Beasts and Where to Find Them,3183660,Adventure
Fantastic Beasts and Where to Find Them,3183660,Action
Divines,4730986,Drama
Loving,4669986,Drama
Loving,4669986,Romance
Jack Reacher: Never Go Back,3393786,Action
Jack Reacher: Never Go Back,3393786,Thriller
Bridget Jones's Baby,1473832,Comedy
Bridget Jones's Baby,1473832,Romance
Moana,3521164,Adventure
Moana,3521164,Comedy
Moana,3521164,Family
Moana,3521164,Animation
Moana,3521164,Adventure
Moana,3521164,Comedy
Moana,3521164,Family
Moana,3521164,Animation
Elle,3716530,Drama
Elle,3716530,Thriller
Nocturnal Animals,4550098,Drama
Nocturnal Animals,4550098,Thriller
Ballerina,2261287,Animation
Ballerina,2261287,Adventure
Ballerina,2261287,Comedy
Ballerina,2261287,Family
Mr. Church,4196848,Drama
Your Name.,5311514,Romance
Your Name.,5311514,Animation
Your Name.,5311514,Drama
Rogue One: A Star Wars Story,3748528,Action
Rogue One: A Star Wars Story,3748528,Adventure
Rogue One: A Star Wars Story,3748528,Science Fiction
Hidden Figures,4846340,Drama
Hidden Figures,4846340,History
La La Land,3783958,Comedy
La La Land,3783958,Drama
La La Land,3783958,Romance
La La Land,3783958,Music
Sing,3470600,Animation
Sing,3470600,Comedy
Sing,3470600,Family
Sing,3470600,Music
Jackie,1619029,Drama
Hairspray Live!,5664684,Romance
Hairspray Live!,5664684,Comedy
Hairspray Live!,5664684,Drama
Hairspray Live!,5664684,TV Movie
Hurricane Bianca,4007248,Comedy
Hurricane Bianca,4007248,Drama
20th Century Women,4385888,Drama
Dangal,5074352,Drama
Dangal,5074352,Action
Fences,2671706,Drama
Manchester by the Sea,4034228,Drama
Hunt for the Wilderpeople,4698684,Adventure
Hunt for the Wilderpeople,4698684,Comedy
Hunt for the Wilderpeople,4698684,Drama
Kingsglaive: Final Fantasy XV,5595168,Animation
Kingsglaive: Final Fantasy XV,5595168,Science Fiction
Kingsglaive: Final Fantasy XV,5595168,Action
Two Is a Family,5078204,Drama
Two Is a Family,5078204,Comedy
First Girl I Loved,4262174,Drama
First Girl I Loved,4262174,Romance
Pete's Dragon,2788732,Adventure
Pete's Dragon,2788732,Family
Pete's Dragon,2788732,Fantasy
Split,4972582,Horror
Split,4972582,Thriller
Resident Evil: The Final Chapter,2592614,Action
Resident Evil: The Final Chapter,2592614,Horror
Resident Evil: The Final Chapter,2592614,Science Fiction
Florence Foster Jenkins,4136084,Comedy
Florence Foster Jenkins,4136084,Drama
The Red Pill,3686998,Documentary
It's Only the End of the World,4645368,Drama
Toni Erdmann,4048272,Comedy
Toni Erdmann,4048272,Drama
Aquarius,5221584,Drama
Personal Shopper,4714782,Drama
Personal Shopper,4714782,Mystery
Personal Shopper,4714782,Thriller
Under the Shadow,4273292,Drama
Under the Shadow,4273292,Horror
Under the Shadow,4273292,Thriller
Under the Shadow,4273292,War
Christine,4666726,Drama
Little Sister,5434870,Comedy
In Between,5974388,Drama
Other People,4158876,Drama
Other People,4158876,Comedy
Spa Night,5254640,Drama
The Edge of Seventeen,1878870,Comedy
The Edge of Seventeen,1878870,Drama
The Young Offenders,4714568,Comedy
Always Shine,4392770,Thriller
Always Shine,4392770,Drama
Always Shine,4392770,Horror
Always Shine,4392770,Mystery
The Love Witch,3908142,Fantasy
The Love Witch,3908142,Romance
The Love Witch,3908142,Horror
Miss Sloane,4540710,Thriller
Miss Sloane,4540710,Drama
Denial,4645330,Drama
Denial,4645330,History
Queen of Katwe,4341582,Drama
Raw,4954522,Drama
Raw,4954522,Horror
The Belko Experiment,1082807,Thriller
The Belko Experiment,1082807,Horror
The Belko Experiment,1082807,Action
The Girl with All the Gifts,4547056,Drama
The Girl with All the Gifts,4547056,Horror
The Girl with All the Gifts,4547056,Thriller
The Girl with All the Gifts,4547056,Science Fiction
War on Everyone,3708886,Action
War on Everyone,3708886,Comedy
War on Everyone,3708886,Mystery
Cam-Girl,2290819,Thriller
Cam-Girl,2290819,Mystery
Keeping Up with the Joneses,2387499,Action
Keeping Up with the Joneses,2387499,Comedy
I Am the Pretty Thing That Lives in the House,5059406,Horror
I Am the Pretty Thing That Lives in the House,5059406,Thriller
Monster High: Welcome to Monster High,5898034,Animation
Monster High: Welcome to Monster High,5898034,Family
The Void,4255304,Mystery
The Void,4255304,Horror
The Void,4255304,Science Fiction
Almost Christmas,4649416,Comedy
Almost Christmas,4649416,Drama
The Untamed,5265960,Science Fiction
The Untamed,5265960,Drama
The Untamed,5265960,Thriller
The Untamed,5265960,Horror
Martyrs,1663655,Drama
Martyrs,1663655,Horror
Martyrs,1663655,Thriller
Martyrs,1663655,Mystery
A United Kingdom,3387266,Drama
A United Kingdom,3387266,History
Their Finest,1661275,Romance
Their Finest,1661275,War
Their Finest,1661275,Drama
My Life as a Zucchini,2321405,Animation
My Life as a Zucchini,2321405,Drama
My Life as a Zucchini,2321405,Comedy
A Quiet Passion,2392830,Drama
Petersburg: Only for Love,5789664,Drama
Petersburg: Only for Love,5789664,Romance
Petersburg: Only for Love,5789664,Comedy
Prevenge,5154288,Horror
Prevenge,5154288,Comedy
Prevenge,5154288,Drama
Prevenge,5154288,Thriller
Prevenge,5154288,Fantasy
Office Christmas Party,1711525,Comedy
Hounds of Love,3896738,Crime
Hounds of Love,3896738,Drama
Hounds of Love,3896738,Horror
From a House on Willow Street,4961380,Horror
Pink,5571734,Drama
Pink,5571734,Thriller
Planetarium,4680196,Drama
Planetarium,4680196,Fantasy
Planetarium,4680196,Mystery
Rustom,5165344,Thriller
Rustom,5165344,Drama
Rustom,5165344,Crime
Nowhere Boys: The Book of Shadows,4836736,Science Fiction
Our Kind of Traitor,1995390,Thriller
Maudie,3721954,Drama
Maudie,3721954,Romance
My Big Fat Greek Wedding 2,3760922,Romance
My Big Fat Greek Wedding 2,3760922,Comedy
The Choice,3797868,Drama
The Choice,3797868,Romance
Ice Age: Collision Course,3416828,Adventure
Ice Age: Collision Course,3416828,Animation
Ice Age: Collision Course,3416828,Family
Ice Age: Collision Course,3416828,Comedy
Ice Age: Collision Course,3416828,Science Fiction
Allied,3640424,Action
Allied,3640424,Drama
Allied,3640424,War
Allied,3640424,Romance
Allied,3640424,Thriller
Middle School: The Worst Years of My Life,4981636,Family
Middle School: The Worst Years of My Life,4981636,Comedy
Meet the Blacks,4191580,Comedy
Meet the Blacks,4191580,Horror
A Monster Calls,3416532,Drama
A Monster Calls,3416532,Fantasy
Barbershop: The Next Cut,3628584,Comedy
Barbershop: The Next Cut,3628584,Drama
Masterminds,2461150,Action
Masterminds,2461150,Comedy
Masterminds,2461150,Crime
Being 17,4331970,Drama
Friend Request,3352390,Horror
Friend Request,3352390,Thriller
Zoombies,5340882,Science Fiction
Zoombies,5340882,Action
Zoombies,5340882,Horror
Pandemic,3774802,Action
Pandemic,3774802,Science Fiction
Pandemic,3774802,Horror
Adult Life Skills,4211044,Comedy
Adult Life Skills,4211044,Drama
Don't Think Twice,4972062,Comedy
Don't Think Twice,4972062,Drama
Lovesong,4305148,Drama
Lovesong,4305148,Romance
Big Fish & Begonia,1920885,Animation
Big Fish & Begonia,1920885,Adventure
Big Fish & Begonia,1920885,Fantasy
Sharknado 4: The 4th Awakens,4831420,Comedy
Sharknado 4: The 4th Awakens,4831420,Science Fiction
I'm Not Ashamed,4950110,Drama
Wonder Woman,451279,Action
Wonder Woman,451279,Adventure
Wonder Woman,451279,Fantasy
The Bye Bye Man,4030600,Horror
The Bye Bye Man,4030600,Thriller
Coin Heist,5740806,Family
Coin Heist,5740806,Crime
xXx: Return of Xander Cage,1293847,Action
xXx: Return of Xander Cage,1293847,Adventure
xXx: Return of Xander Cage,1293847,Crime
Death Race 2050,5493706,Action
Death Race 2050,5493706,Comedy
Death Race 2050,5493706,Science Fiction
The Lego Batman Movie,4116284,Animation
The Lego Batman Movie,4116284,Action
The Lego Batman Movie,4116284,Comedy
The Lego Batman Movie,4116284,Family
The Space Between Us,3922818,Romance
The Space Between Us,3922818,Adventure
The Space Between Us,3922818,Science Fiction
The Space Between Us,3922818,Drama
Fifty Shades Darker,4465564,Drama
Fifty Shades Darker,4465564,Romance
Logan,3315342,Action
Logan,3315342,Drama
Logan,3315342,Science Fiction
For Here or to Go?,4157510,Drama
For Here or to Go?,4157510,Comedy
Table 19,1412528,Comedy
Table 19,1412528,Drama
Before I Fall,1691916,Drama
Before I Fall,1691916,Mystery
Before I Fall,1691916,Thriller
Before I Fall,1691916,Fantasy
Get Out,5052448,Mystery
Get Out,5052448,Thriller
Get Out,5052448,Horror
Beauty and the Beast,2771200,Family
Beauty and the Beast,2771200,Fantasy
Beauty and the Beast,2771200,Romance
Deidra & Laney Rob a Train,4144332,Drama
Deidra & Laney Rob a Train,4144332,Comedy
Deidra & Laney Rob a Train,4144332,Crime
Power Rangers,3717490,Science Fiction
Power Rangers,3717490,Action
Power Rangers,3717490,Adventure
Life,5442430,Horror
Life,5442430,Science Fiction
Life,5442430,Thriller
Ghost in the Shell,1219827,Science Fiction
Ghost in the Shell,1219827,Action
Unlocked,1734493,Action
Unlocked,1734493,Thriller
I Don't Feel at Home in This World Anymore,5710514,Comedy
I Don't Feel at Home in This World Anymore,5710514,Crime
I Don't Feel at Home in This World Anymore,5710514,Drama
I Don't Feel at Home in This World Anymore,5710514,Thriller
The Fate of the Furious,4630562,Action
The Fate of the Furious,4630562,Crime
The Fate of the Furious,4630562,Thriller
The Discovery,5155780,Drama
The Discovery,5155780,Romance
The Discovery,5155780,Science Fiction
The Discovery,5155780,Thriller
The Discovery,5155780,Mystery
Unforgettable,3462710,Drama
Unforgettable,3462710,Thriller
Guardians of the Galaxy Vol. 2,3896198,Adventure
Guardians of the Galaxy Vol. 2,3896198,Action
Guardians of the Galaxy Vol. 2,3896198,Science Fiction
The Circle,4287320,Drama
The Circle,4287320,Thriller
The Circle,4287320,Science Fiction
Alien: Covenant,2316204,Horror
Alien: Covenant,2316204,Science Fiction
Alien: Covenant,2316204,Mystery
Gifted,4481414,Drama
Gifted,4481414,Comedy
"Everything, Everything",5001718,Drama
"Everything, Everything",5001718,Romance
Snatched,2334871,Action
Snatched,2334871,Comedy
T2 Trainspotting,2763304,Crime
T2 Trainspotting,2763304,Drama
My Cousin Rachel,4411596,Drama
My Cousin Rachel,4411596,Romance
Megan Leavey,4899370,Drama
Megan Leavey,4899370,War
Rough Night,4799050,Drama
Rough Night,4799050,Comedy
Beatriz at Dinner,5929750,Comedy
Beatriz at Dinner,5929750,Drama
The Shack,2872518,Drama
The Shack,2872518,Fantasy
Cars 3,3606752,Animation
Cars 3,3606752,Adventure
Cars 3,3606752,Comedy
Cars 3,3606752,Family
Despicable Me 3,3469046,Action
Despicable Me 3,3469046,Animation
Despicable Me 3,3469046,Comedy
Despicable Me 3,3469046,Family
Despicable Me 3,3469046,Adventure
The Big Sick,5462602,Comedy
The Big Sick,5462602,Drama
The Big Sick,5462602,Romance
Atomic Blonde,2406566,Action
Atomic Blonde,2406566,Thriller
The Last Word,5023260,Comedy
The Last Word,5023260,Drama
The Little Hours,5666304,Comedy
It Comes at Night,4695012,Drama
It Comes at Night,4695012,Horror
It Comes at Night,4695012,Mystery
Monster High: Electrified,6536944,Family
Monster High: Electrified,6536944,Animation
Okja,3967856,Adventure
Okja,3967856,Drama
Okja,3967856,Science Fiction
Wind River,5362988,Crime
Wind River,5362988,Drama
Wind River,5362988,Mystery
Wind River,5362988,Thriller
The Beguiled,5592248,Drama
Wish Upon,5322012,Horror
Wish Upon,5322012,Thriller
Wish Upon,5322012,Fantasy
The Incredible Jessica James,5990342,Romance
The Incredible Jessica James,5990342,Comedy
Girls Trip,3564472,Comedy
To the Bone,5541240,Drama
What Happened to Monday,1536537,Science Fiction
What Happened to Monday,1536537,Thriller
What Happened to Monday,1536537,Drama
What Happened to Monday,1536537,Mystery
What Happened to Monday,1536537,Action
Ingrid Goes West,5962210,Comedy
Ingrid Goes West,5962210,Drama
Amityville: The Awakening,1935897,Thriller
Amityville: The Awakening,1935897,Horror
Band Aid,5816374,Comedy
Band Aid,5816374,Drama
Band Aid,5816374,Music
On Body and Soul,5607714,Drama
On Body and Soul,5607714,Romance
On Body and Soul,5607714,Fantasy
Félicité,5980798,Music
Félicité,5980798,Drama
Good Time,4846232,Thriller
Good Time,4846232,Crime
Good Time,4846232,Drama
47 Meters Down,2932536,Horror
47 Meters Down,2932536,Drama
47 Meters Down,2932536,Thriller
47 Meters Down,2932536,Adventure
Justice League,974015,Action
Justice League,974015,Adventure
Justice League,974015,Science Fiction
Kidnap,1458169,Drama
Kidnap,1458169,Thriller
Call Me by Your Name,5726616,Romance
Call Me by Your Name,5726616,Drama
Wilson,1781058,Comedy
Wilson,1781058,Drama
The Dinner,3203620,Drama
The Dinner,3203620,Thriller
The Dinner,3203620,Mystery
Pitch Perfect 3,4765284,Comedy
Pitch Perfect 3,4765284,Music
Descendants 2,5117876,Family
Descendants 2,5117876,Fantasy
Descendants 2,5117876,TV Movie
Descendants 2,5117876,Music
Descendants 2,5117876,Adventure
Descendants 2,5117876,Action
Descendants 2,5117876,Romance
Sweet Virginia,2582498,Drama
Sweet Virginia,2582498,Thriller
Ava,6194530,Drama
The Glass Castle,2378507,Drama
Fist Fight,3401882,Comedy
You Get Me,5539054,Thriller
You Get Me,5539054,Romance
You Get Me,5539054,Drama
Gemini,5795086,Mystery
Gemini,5795086,Crime
Gemini,5795086,Drama
Gemini,5795086,Thriller
The Bride,6095090,Mystery
The Bride,6095090,Horror
The Bride,6095090,Thriller
Mary Shelley,3906082,Drama
Mary Shelley,3906082,Romance
The Midwife,5348236,Drama
12 Feet Deep,5143226,Thriller
12 Feet Deep,5143226,Horror
Landline,5737862,Comedy
Landline,5737862,Drama
Iron Sky: The Coming Race,3038708,Action
Iron Sky: The Coming Race,3038708,Comedy
Iron Sky: The Coming Race,3038708,Fantasy
Iron Sky: The Coming Race,3038708,Science Fiction
Iron Sky: The Coming Race,3038708,Adventure
Cleopatra,2101,Drama
Cleopatra,2101,History
The Birth of a Nation,4972,Drama
The Birth of a Nation,4972,History
The Birth of a Nation,4972,War
The Phantom Carriage,12364,Drama
The Phantom Carriage,12364,Fantasy
The Phantom Carriage,12364,Horror
Nosferatu,13442,Fantasy
Nosferatu,13442,Horror
Phantom,13496,Drama
Phantom,13496,Fantasy
